id	Q3
462813353346613248	1
462786950663905280	1
462764754483023872	1
462755601123377152	1
462751794456961024	1
462749056486621184	1
462711818000297985	1
462701060650717184	1
462670545872777216	1
462466171024191488	1
462463385914077184	1
462441941981200384	1
462406990971801601	1
462393244106514433	1
462368633839054848	1
462349867226910720	1
462047890534567936	1
461928306238308352	1
461721857247694848	1
470582391392976896	1
469356238502121472	1
469277856422715392	1
467825762721341440	1
463432039329697792	1
472926849413427200	1
472919560421933056	1
472916323702685697	1
472907151611265024	1
472902428300705792	1
472896726366715905	1
472892588169891842	1
472889956101529601	1
472868411891273728	1
472865074273861632	1
472853372840992768	1
472849247306391552	1
472844792825909248	1
472844136408969216	1
472823770131210240	1
472809409731895296	1
472806884383408129	1
472803541007216640	1
472791032313434112	1
472781892446846976	1
472771498579865600	1
472766886396977152	1
472766181015695360	1
472742337828110336	1
472718613141782528	1
472616405620117504	1
472613479099404288	1
472608771618136064	1
472595010068946944	1
472594608082681856	1
472586852537741312	1
472578687012196352	1
472574779120418816	1
472573392629944320	1
472563806938619904	1
472562766113677312	1
472559575049461760	1
472548426694266880	1
472540426420101120	1
472535848320532480	1
472535573513895936	1
472531077580738560	1
472524290223800320	1
472520763451650049	1
472517059247874049	1
472512232539324417	1
472511008058003456	1
472510042764500992	1
472503490410213376	1
472497598897856512	1
472496238492135425	1
472495543311409152	1
472476376239702016	1
472460620995248128	1
472396811744051200	1
472290625275322368	1
472224229619154944	1
472223295639924736	1
472219165202599937	1
472198999731351552	1
472184747406688256	1
472174406278868992	1
472172765106417664	1
472162210614362112	1
472143258165215233	1
472126982084636674	1
472094683418882048	1
472064748906110976	1
472052670761824257	1
472037010408894465	1
471871090978217985	1
471830152130072576	1
471820952830242816	1
471819826873511937	1
471814351796858880	1
471808050215399424	1
471792321013776384	1
471759427360813056	1
471744207649247232	1
471705392205271040	1
471533266189959168	1
471505729749532672	1
471494226795319296	1
471490647182946304	1
471489507590959104	1
471483446125023232	1
471482297389027329	1
471457111281389568	1
471431499133501440	1
471420888550608896	1
471391674992979968	1
471369171725742080	1
471346827720421376	1
471345969628741632	1
471338667160911872	1
471312811931754498	1
471280957966675968	1
471171921686843392	1
471171409453252608	1
471149195433639936	1
471142528209936385	1
471127602741407744	1
471122324331433984	1
471115784866263041	1
471105106222395392	1
471099557347328000	1
471097360949714944	1
471094396939542528	1
471091545832431616	1
471080533024595969	1
471076000584204288	1
471061011881922560	1
471059215810039808	1
471050487307841536	1
471049692051435520	1
471047158477512704	1
471040279936790528	1
471031514013392897	1
471013690477936640	1
471011314241118208	1
471005020184653824	1
470982090457374720	1
470981770704211968	1
470979500453666816	1
470977267909554176	1
470970911710277633	1
470964938429984768	1
470960003109912576	1
470953330978865152	1
470830017006809088	1
470811403830317058	1
470803161989783552	1
470795755960430592	1
470779615095844864	1
470758193346658304	1
470756253195833344	1
470754629308153856	1
470750511642447872	1
470741965588688896	1
470736643641851906	1
470731829428101120	1
470721843109040129	1
470713326226251777	1
470704685972983808	1
470704405382049792	1
470704155544547328	1
470701688479678464	1
470701675314163713	1
470700999783751680	1
470682768696152064	1
470677166901178368	1
470662063682236417	1
470654437417947137	1
470654351128924163	1
470633371581046787	1
470631360575459328	1
470605596744368128	1
470595189757984768	1
470584897447682048	1
470516406522765312	1
470462749747974144	1
470416519222919169	1
470413486489866240	1
470409247004844032	1
470408778979246080	1
470396586208813057	1
470392879240994816	1
470392353669533696	1
470391548086329344	1
470389841083920384	1
470375131932811264	1
470363746490396672	1
470360442460966913	1
470358736088088576	1
470353913011380224	1
470353047626207232	1
470352378227863552	1
470346966539313153	1
470333708310814720	1
470329848259293184	1
470315786108555264	1
470312082395508736	1
470308417475997697	1
470306885204455425	1
470302391460696064	1
470301742702530561	1
470297886157471744	1
470289111241457664	1
470279291318841344	1
470279149119340544	1
470266703318749184	1
470265295593275393	1
470257475674193921	1
470252096080863232	1
470240374536306688	1
470225721131274240	1
470220802810732545	1
470191902139383809	1
470147538822377473	1
470078367359045632	1
470068383619506176	1
470067998821449728	1
470056208175742976	1
470053784778186752	1
470042559666876417	1
470040276824637440	1
470038993942642688	1
470034983613370368	1
470029895398359041	1
470023901205237761	1
470023864526065664	1
470023166203789314	1
470020089958653952	1
470001927388819457	1
470001551638294528	1
470000065378263040	1
469999588737572864	1
469995324946526208	1
469989014884204544	1
469985364958920705	1
469984531320434688	1
469946033322348544	1
469913080642957313	1
469766323971821568	1
469752658786807808	1
469699604821577728	1
469695184817893376	1
469644375686131712	1
469629124022398977	1
469629111237754883	1
469618959197958145	1
469616640900861952	1
469587861504032769	1
469586680664850433	1
469580354492575744	1
469560017684017152	1
469554135101366273	1
469343145021300736	1
469323518824710144	1
469314790188679168	1
469308353441959936	1
469305429760421888	1
469303314161885185	1
469295428249591808	1
469283218969993216	1
469275375022141440	1
469225207581122561	1
469185314716921856	1
468998367259803649	1
468989387527557120	1
468971951089004545	1
468952670964051968	1
468923729758920706	1
468919984480354304	1
468918957924442114	1
468913287284154369	1
468907969804259328	1
468901964450123776	1
468896438685290496	1
468896346653876224	1
468893304437100545	1
468888762437873664	1
468867377808281601	1
468866459599667200	1
468840614969085953	1
468752250329104384	1
468725979666337792	1
468617220361580545	1
468606874083139584	1
468603045119787008	1
468576291072245760	1
468545411490529280	1
468541956856221696	1
468534711682605056	1
468534336137199616	1
468527569009393664	1
468514707000000512	1
468442243515162625	1
468423309450051584	1
468415346211565568	1
468272803771588608	1
468236649013706752	1
468209947424333824	1
468196253080100864	1
468191408697139200	1
468173699490009088	1
468163034280902656	1
468124042273509376	1
468118993363279872	1
468110606000615424	1
468108280275808257	1
468105919721910272	1
468102171938930689	1
468095314050572288	1
468089944175828992	1
468086825152954368	1
467929166181335040	1
467902570741002240	1
467893416572231680	1
467886926918598656	1
467886388621627392	1
467877816668024833	1
467872659221786624	1
467870962332237824	1
467856937603055617	1
467835133093896192	1
467834254165286912	1
467834141946699776	1
467833294294634497	1
467826721191104513	1
467779015793991681	1
467776428193619968	1
467774645786382336	1
467767515624390656	1
467761957215682560	1
467739816063287297	1
467715358539800576	1
467701662074044416	1
467655993162076160	1
467642508756127744	1
467566835747926017	1
467545241218596864	1
467541388800696320	1
467541246232506368	1
467538844154626048	1
467534318005649408	1
467532542804234240	1
467511082954027009	1
467510939269734400	1
467495808364216320	1
467492725168689152	1
467488565493235712	1
467483284847747072	1
467483063254269954	1
467478623004663808	1
467472841651544064	1
467469732552409088	1
467435495170277376	1
467415741831348224	1
467399867841937408	1
467370966612705282	1
467350352849678337	1
467338997334040576	1
467333774439497728	1
467316488039563266	1
467193454364471296	1
467183398419963904	1
467175593872982016	1
467165430101336064	1
467150360101261312	1
467139338141048834	1
467131822078693376	1
467125174329176064	1
467117191331315713	1
467110849610792960	1
467103812084584448	1
467093166907486208	1
467081909697511424	1
467080643466493952	1
467074144551845888	1
467070151574056960	1
467065541950062592	1
467058687883104256	1
467025901776293889	1
467013976656998400	1
467012248159133696	1
467001281228603392	1
466980302221758465	1
466961806637137920	1
466956517204557824	1
466944896591740928	1
466937564688306176	1
466934829510959104	1
466837522489040896	1
466834343038820352	1
466772672765231104	1
466766592672825344	1
466749779910066176	1
466743007388377088	1
466740564411830272	1
466716765880213504	1
466705785163370497	1
466704388288176128	1
466700915190550528	1
466700719740170240	1
466653660286820352	1
466630132825088000	1
466627328999972864	1
466621130745585666	1
466617933217927168	1
466473341935960064	1
466419031965446145	1
466402762985861122	1
466400629079166977	1
466399528401506307	1
466397642638249986	1
466390611487358976	1
466386305119956992	1
466376431334064129	1
466374708393680896	1
466358435412738048	1
466338496928808960	1
466333148226547713	1
466329752740323328	1
466317690718912513	1
466310215642923009	1
466281187561185283	1
466253120679714816	1
466196827097026560	1
466047500475203584	1
466044159443226625	1
466042176124624897	1
466024480720965633	1
465996399797350400	1
465988261442490368	1
465986929079885824	1
465978096156676096	1
465964014196232192	1
465938999043833857	1
465728460787552256	1
465677183839920128	1
465668328460386305	1
465658981646884864	1
465638255376228354	1
465630362279116800	1
465620706911617024	1
465618993400004608	1
465613729829511169	1
465585695512211456	1
465583974258339840	1
465582192421502977	1
465576815202148352	1
465575244481060864	1
465570747276984320	1
465539822837579776	1
465537782933622784	1
465521341853360128	1
465520520134660097	1
465516590688370688	1
465458355410960385	1
465404489810591744	1
465395482085171200	1
465387850003779585	1
465366080152961024	1
465354453017980928	1
465350475571658752	1
465346330165248000	1
465343719622049793	1
465338163637284864	1
465308235671826433	1
465300846750994433	1
465290598229233664	1
465288834494652416	1
465280538895745024	1
465271637969874944	1
465270622126604288	1
465269743021473792	1
465267658699833345	1
465266178534178816	1
465256527054790656	1
465242736388755457	1
465241254956396544	1
465239323873255424	1
465226047794196480	1
465225592598986753	1
465222616178245634	1
465212122599682048	1
465193338724167680	1
465186002685145088	1
465173877229117440	1
465167017885319169	1
465152455190532096	1
465126918615228417	1
465024967281631232	1
465017533394071552	1
465017400594014208	1
464997824082767872	1
464991459796856832	1
464990576811999232	1
464982159049367552	1
464968584964239360	1
464953680521740288	1
464947640502087680	1
464941042928988160	1
464940876687769600	1
464935696978157569	1
464918506618621952	1
464915758339072001	1
464909009221611520	1
464895155443879938	1
464884545465372672	1
464864010907971584	1
464824778789232640	1
464805775840641024	1
464755925048229890	1
464717700061614080	1
464626869653209088	1
464625867864670208	1
464620852508884992	1
464620802521174016	1
464616203651399680	1
464610643308711937	1
464608564112535553	1
464585830867431424	1
464567539696431105	1
464555713399119872	1
464546723218878464	1
464544247589638144	1
464541698295885825	1
464540111687155713	1
464536516916957185	1
464529261538574337	1
464514161847066624	1
464484164419350528	1
464478170629308418	1
464458465457762305	1
464416837111775232	1
464301519622635520	1
464300264543903744	1
464240486002094080	1
464236414864203776	1
464233745852428288	1
464229277710684160	1
464226298949566464	1
464222271360737280	1
464215193795702784	1
464215065475166208	1
464210439392755712	1
464203780209532928	1
464199930123665408	1
464194045825519616	1
464188626403065856	1
464181719751344129	1
464181046943444993	1
464179400200552448	1
464162494232424448	1
464159789468352512	1
464148677146447872	1
464118383294701569	1
464104727798480896	1
464055263809392641	1
464054686266314752	1
464027020045721602	1
463928977195679745	1
463863582229135361	1
463863357708042240	1
463857057062322176	1
463827030954356736	1
463823368207089664	1
463822553585180672	1
463811719861514240	1
463804853139959809	1
463796981748346880	1
463792301290958848	1
463788022484324352	1
463784216660959235	1
463711618065780736	1
463680136915984384	1
463625019378380800	1
463533874279350272	1
463506396873777152	1
463496409254469633	1
463487117583085568	1
463467605417005056	1
463464222437826561	1
463454561043513344	1
463449137858371584	1
463444413390540800	1
463441969554153472	1
463427936520249344	1
463425314274955264	1
463384975988260864	1
463256943289581568	1
463252568840220674	1
463137075047706625	1
463130094564020224	1
463126501022392320	1
463126261465088001	1
463110582565355520	1
463105267845316608	1
463101553604583424	1
463099825207406592	1
463098638756220928	1
463096648793882624	1
463094104961073152	1
463058500890161152	1
463049012283965441	1
463030309190402049	1
463023260461178881	1
463001270853582848	1
462972795216220160	1
462947005179121664	1
462851276624388096	1
462847681174704128	1
462843146104496129	1
462832967191375872	1
462827132218257408	1
462824149887774720	1
462802816596467712	1
462802546453516289	1
462799173277192194	1
462798755847499776	1
462791903906639872	1
462786431736614912	1
462785393730277376	1
462781614607446016	1
462779128144732160	1
462775472536186880	1
462774508932591616	1
462773762614910976	1
462770628685471744	1
462769456222322689	1
462769385128857600	1
462749391334682625	1
462740671330136065	1
462740643194748928	1
462740211386966016	1
462713638675963905	1
462707068831805440	1
462702981591597056	1
462699445029961728	1
462693706903351296	1
462693494927409152	1
462685068776202241	1
462676090881060866	1
462666020336173056	1
462664374445150208	1
462657302643105793	1
462646602164084736	1
462619015064854528	1
462596958084149250	1
462586795402993664	1
462580969866665985	1
462507145721036800	1
462485319346946048	1
462477498920730624	1
462468459377332224	1
462463788873428992	1
462460276189573121	1
462460249501609984	1
462454590328541184	1
462442278997741569	1
462438007489187840	1
462434863266930689	1
462423505179398147	1
462420232468832256	1
462415120551776256	1
462407736459026432	1
462407705257574400	1
462401203754651648	1
462392371721023488	1
462390431989641216	1
462386358372167680	1
462384355378491392	1
462382072598761472	1
462381391603175425	1
462373388607303681	1
462363725006397440	1
462361676919353344	1
462351420675862528	1
462351360705716225	1
462345659140800513	1
462337868124655616	1
462337254007275521	1
462320242958815232	1
462318192837541889	1
462307138304765953	1
462252360874885120	1
462246300109393921	1
462233653305937920	1
462232647386013697	1
462093892482265089	1
462087240928493568	1
462067495679963136	1
462044183390601216	1
462040360408350720	1
462026639149658112	1
462016988165206016	1
462009187862458368	1
462009114361876480	1
461992321316556801	1
461980032051982336	1
461960398464643072	1
461960149939539969	1
461890090021564416	1
461856095020257280	1
461853618589954048	1
461750895156293632	1
461733419014422528	1
472855102278340608	1
472850491735834624	1
472567546051563520	1
472545552002215936	1
472540607563309058	1
472539128069120000	1
472532423784542208	1
472449515057061888	1
472254464074981376	1
472250684528943104	1
472166026546020354	1
472033901125599232	1
471563193639514112	1
471444927583629313	1
471356751934410752	1
471096668105211905	1
471045025741406208	1
470968843628969984	1
470801001507987456	1
470800623676686336	1
470771987405877248	1
470682265593196545	1
470632863835389952	1
470577459529007104	1
470421223495970816	1
470351032938405888	1
470332693637787648	1
470188440303460352	1
469979859301990400	1
469919696201220097	1
469868092865400832	1
469696704459976705	1
469693700776656896	1
469577169279410177	1
469473561863016448	1
469244035836944384	1
468939473720737793	1
468900547027013632	1
467890052882649088	1
467831338486468609	1
467826016074084353	1
467791961697841153	1
467744974579433472	1
467496243988795392	1
467482220727250945	1
467479178171146240	1
467185428207247361	1
467138497581969408	1
466984906082357248	1
466917066399047680	1
466814541289259008	1
466777754789498880	1
466617148400762881	1
466446010202726402	1
466370480061296640	1
466259833822654464	1
466033465692282880	1
466019889619427329	1
465870095794049025	1
465619851961069568	1
465375822023385088	1
465347808917086210	1
465343466902663168	1
465326761085906944	1
465307966242299904	1
465298800698216448	1
465241879416946688	1
464945750045380608	1
464935509702475778	1
464927803264098305	1
464890321131024384	1
464797452768673792	1
464549877012529153	1
464419616136372224	1
464220482813034496	1
463871895775899648	1
463840438458130432	1
463808667024777216	1
463502871498326016	1
463479150507208705	1
463462188670550016	1
463141842389704704	1
463092678901919744	1
462979361650376704	1
462821676825456640	1
462789361914769408	1
462749868747128832	1
462749687809081344	1
462725818930970624	1
462680232894664704	1
462624944254636032	1
462598909211443200	1
462473218314731520	1
462444050931404801	1
462414051738681344	1
462413413394567169	1
462411537190121472	1
462409512557637633	1
462310599016591361	1
462309868503072769	1
461978636795777025	1
461732452801597440	1
461718545634951168	1
468958193297920000	0
471507257839341569	0
466493144562163712	0
462753859606032384	0
472873108366708738	0
472495357747003393	0
472401100902236160	0
472383648105127937	0
472187316556271617	0
472041958966173697	0
472022134202843136	0
471874172117712896	0
471774191851958273	0
471616564190781440	0
471477403530051584	0
471310017585369088	0
471294889322631168	0
471149169781268481	0
471001362235273216	0
470947293693489152	0
470867573178122240	0
470541857374863360	0
470408181148303361	0
470060874137600000	0
470025738490773504	0
469647470327508992	0
469159728698753024	0
468941082685087745	0
468892884654362624	0
468813340194906112	0
468487754478014465	0
468135161193062400	0
468061831127265280	0
467888464386854913	0
467862692322365440	0
467667938343149568	0
467476243420839938	0
467336166799572992	0
467247875282706432	0
467111787825860608	0
467094140283813888	0
466949665024262146	0
466242412458037248	0
466104293305905152	0
465904190842494976	0
465647324560363520	0
465530643657400320	0
465298082356133888	0
465189157417922560	0
465183125581352960	0
465180146085814272	0
465005699014352896	0
464935067937026048	0
464924579694403584	0
464825491485392896	0
464606615388557313	0
464257032711708673	0
464252973838004224	0
464250624910299136	0
464200435629584386	0
463876581568413696	0
463852555588481024	0
463497460355444736	0
463494718773809153	0
463320298805555200	0
463133970809753600	0
462859803610460160	0
462782705269084160	0
462592928569753600	0
462578667089301504	0
462362834371088385	0
462244540192391169	0
461866627420545024	0
464924258561687552	0
464918972186783745	0
472932793283252224	0
472907440410075137	0
472897426022760448	0
472880095548678144	0
472874653867057154	0
472861032604766208	0
472810240933912576	0
472810156716482560	0
472799345801449472	0
472794674315292672	0
472790800011902977	0
472781180010758145	0
472779373494677504	0
472779155080101888	0
472759274062360576	0
472748188123017216	0
472743637609349120	0
472741496337477633	0
472732143974899712	0
472707036254175232	0
472633101881839616	0
472612027102662656	0
472580949612691456	0
472538149109788672	0
472530984924372992	0
472530436552679424	0
472500783372857344	0
472499516558409728	0
472488790393901057	0
472478010319577088	0
472476963651981312	0
472469564455133184	0
472444655892570112	0
472429610932514816	0
472422272784166913	0
472413303864832000	0
472408466188144640	0
472401706979176448	0
472355214415384576	0
472257238229192705	0
472241839379345408	0
472230960855932928	0
472158631837073408	0
472134868714131457	0
472122124199419904	0
472118817053999104	0
472082992727621632	0
472046985990930432	0
472000140329623553	0
471858144306409474	0
471803210542620672	0
471781009340776448	0
471724840760930305	0
471677065138552832	0
471646107458883584	0
471633445228404736	0
471543822695288832	0
471517656101953536	0
471505740591808512	0
471478630158450688	0
471456967412957185	0
471429305038557185	0
471377523956523009	0
471319265396527104	0
471266313722011651	0
471258510786039808	0
471241249702555648	0
471203526677651456	0
471141599893020672	0
471070880769273856	0
471056747126616064	0
471028325335719936	0
470965831854477312	0
470958463045353473	0
470951983621632001	0
470940680249180161	0
470920992110694400	0
470905947905605632	0
470770219582230529	0
470767552063602688	0
470721843046141953	0
470716079556141057	0
470704988197761024	0
470690105167208448	0
470680092608593921	0
470668759985057792	0
470627660222459904	0
470620097149554688	0
470600831104868352	0
470584599743959040	0
470580186279608320	0
470576971165220864	0
470576403188940800	0
470560492545908737	0
470420463538032640	0
470387237801054208	0
470370423494807553	0
470368437748105216	0
470361383646011392	0
470328807879352320	0
470271855535083520	0
470271803689283585	0
470233601301553152	0
470226979384741889	0
470207795363860482	0
470201261435158528	0
470178757614243841	0
470094931558948864	0
470072530553016320	0
470056663580684288	0
470045105529712640	0
470016617116860416	0
469997999368966144	0
469996822723706881	0
469962467448467456	0
469931058793029632	0
469922600656068608	0
469917284786794496	0
469909107869499392	0
469897900584370176	0
469894671511334912	0
469843446031978496	0
469828071982653440	0
469815153018802176	0
469799185542565888	0
469707415227998210	0
469687049067692033	0
469638081474084864	0
469632144223240192	0
469625882475511809	0
469611212959797248	0
469597890391048192	0
469595125375827968	0
469546385621397504	0
469516771649941504	0
469493316971925504	0
469479090169585665	0
469476578884608000	0
469464853061828608	0
469456285654859778	0
469449922312294400	0
469341443619033088	0
469338651575721984	0
469325235628826626	0
469320472988221440	0
469319007741685760	0
469307789060616192	0
469299183665819648	0
469247259784519680	0
469164010424635393	0
469159225504301056	0
469140959788552192	0
469136065505542144	0
468919931665657856	0
468913619846316033	0
468888370362728448	0
468864425882292225	0
468840568500813824	0
468823677724012544	0
468820442560876544	0
468594619572568064	0
468569087132844032	0
468548111841771520	0
468537291473170432	0
468534816326311936	0
468478330497675264	0
468452640419246080	0
468452330615373825	0
468270513295745024	0
468187686218768384	0
468176686832705536	0
468167444373446656	0
468157903829225472	0
468153323275976704	0
468141829981216769	0
468083533056319488	0
468061381259173888	0
468059718616096768	0
468055204118933504	0
468048781326688256	0
468037134969237504	0
468035094322905088	0
468032451181543424	0
468030852631638016	0
468018192544444418	0
467923022230585344	0
467881707660902400	0
467867836749451264	0
467851144019312640	0
467840770011983875	0
467832620794261505	0
467822130789621760	0
467803406954799104	0
467754373633048577	0
467712549497352193	0
467674583920021505	0
467659232155009025	0
467617536159514624	0
467583615032111104	0
467505056993275904	0
467498864556376064	0
467497347342413824	0
467485230849617920	0
467484617197760512	0
467482803987554304	0
467480887396139009	0
467468844081360897	0
467428934062460928	0
467425343641370624	0
467387406551769089	0
467275141538656256	0
467177534095106048	0
467168614945398784	0
467152600216129536	0
467150588363681792	0
467150492641271809	0
467150338529968128	0
467147305658093568	0
467139452805328896	0
467124357324877824	0
467123227626848256	0
467112972113158146	0
467110739053137920	0
467109534134439936	0
467105106274418688	0
467103914303971328	0
467074286306729987	0
467072160985391104	0
467043434843602945	0
467016509315747841	0
467016445667606528	0
466988103127691264	0
466967479861116928	0
466964370346766336	0
466951848231182336	0
466932706623127552	0
466921483508666368	0
466919979011809280	0
466800090959867904	0
466789449943511040	0
466766643373543424	0
466731068486586368	0
466710502899335168	0
466699318003765249	0
466648583836418048	0
466596178193555456	0
466536102572990464	0
466465333948465152	0
466428426686332929	0
466405318680133634	0
466398464696676353	0
466389702808190976	0
466370952520294400	0
466369430671618048	0
466362283384635393	0
466315779403943937	0
466307880048947200	0
466300823568678913	0
466298265705922561	0
466274839699812352	0
466274646468603904	0
466271680957267968	0
466266397556101120	0
466101467292901376	0
466059882593275904	0
466058993123594240	0
466056666610290689	0
466051778073473024	0
466044285310488576	0
466043208599085056	0
466033967901458432	0
466028362948153345	0
465991388321300480	0
465979018769367040	0
465976174082928640	0
465964996636467200	0
465962461829824512	0
465962321249312768	0
465960096749875200	0
465933504833130497	0
465927348052049920	0
465914588899598336	0
465886375938899968	0
465858754823876608	0
465743829052952576	0
465670808036462592	0
465647420068884480	0
465637889075052544	0
465618127372713984	0
465569400889032706	0
465549027036381185	0
465531357536727040	0
465517354194329601	0
465516721546489857	0
465513215829360640	0
465512122144010240	0
465504268838264832	0
465490766769684480	0
465460371462324224	0
465380650036756480	0
465351207264219136	0
465341810546847744	0
465339027559034880	0
465337222716461056	0
465324118754492416	0
465312812144021504	0
465309056366682113	0
465300620833202177	0
465299076330713089	0
465261681191706625	0
465228348588064771	0
465194431294242816	0
465190194598400000	0
465120036345380864	0
465113726010400769	0
464994404974219265	0
464990733070774272	0
464976787857215488	0
464959770789961728	0
464898225292705794	0
464892443775991808	0
464868382899445760	0
464865950521909248	0
464852144554643456	0
464836942467973120	0
464833916491550722	0
464831272091926530	0
464795856445898752	0
464778468593393666	0
464754699934371841	0
464740579143069697	0
464648677337083904	0
464616551656984578	0
464614418832437249	0
464610590607306754	0
464596491462803456	0
464596124486344704	0
464588798639484928	0
464568059039318016	0
464567645095071744	0
464565753346527232	0
464565543027363840	0
464560478430453762	0
464550568321880064	0
464519507931721728	0
464474309206233088	0
464461431736635392	0
464454443627741185	0
464444014176268288	0
464438282496270336	0
464432805649588225	0
464415382552719360	0
464399510555201537	0
464378694031515648	0
464279217652629504	0
464255104355688448	0
464252141725822976	0
464249163698696192	0
464234789625925632	0
464225846757453824	0
464210005890449409	0
464179274296340480	0
464093688121946112	0
464044836119531521	0
464038326840737794	0
463935897650860033	0
463761854591139840	0
463740268047372288	0
463735431784579072	0
463734743054307328	0
463717361355616256	0
463684688474038273	0
463584633930911744	0
463540761972068352	0
463514712097837056	0
463511390125584384	0
463500665164419072	0
463462411526504449	0
463406140051558400	0
463398282606411776	0
463396310897655809	0
463325047382212608	0
463151646181048321	0
463108577918738432	0
463083067268427777	0
463079209405923328	0
463042140432789504	0
463042084304588802	0
463027053759954945	0
463012191122096130	0
463007952841211904	0
463000189557407745	0
462983043268235264	0
462977244420657153	0
462958948187127808	0
462938548245897217	0
462843229608898560	0
462835824179302400	0
462835667941089280	0
462835022731681792	0
462824389956751360	0
462814145889701889	0
462811439468924929	0
462798113607266304	0
462781340522647553	0
462754326117892096	0
462744662973755392	0
462717493660749826	0
462713711111569408	0
462702664263143424	0
462647873176621056	0
462644706649055232	0
462636969638375425	0
462628386523713537	0
462601970495520769	0
462584296864509952	0
462474650229166080	0
462470507422420992	0
462447101218025472	0
462441525847543808	0
462423148982321152	0
462416792544358400	0
462413842824577024	0
462399512057610241	0
462394730790141953	0
462377275221360640	0
462366271938768896	0
462361372181794816	0
462361350053048320	0
462345588533915648	0
462322534742904832	0
462320048863182848	0
462315904945360898	0
462315605094592513	0
462305284997013504	0
462278480550707200	0
462277728444502016	0
462246834698596352	0
462237873807187969	0
462225090428829696	0
462116526938947584	0
462088462837882880	0
462070875928682496	0
462070796655935488	0
462068133575262208	0
462052486921330688	0
462046946367381504	0
462028398886670336	0
462016584072982528	0
462015870257344512	0
462013869414973442	0
462009586674044928	0
461998743521611776	0
461958011032854528	0
461957803708387328	0
461949937136451584	0
461901881220952065	0
461901365300969472	0
461896882336194560	0
461887950528454656	0
461870108768354306	0
461861396255637504	0
461748305840844801	0
461739778010906624	0
461730055241351168	0
472855286156640256	0
472769518587351042	0
472566987185750016	0
472523506329325568	0
472139796899704832	0
471884265878077441	0
471710282876588032	0
471665078753058816	0
471650911870136320	0
471561982630715392	0
471490291120492544	0
470973055900979200	0
470947464280047618	0
470774465459388416	0
470763943561281536	0
470740388148678656	0
470724998261657602	0
470642809377013760	0
470544130276605953	0
470412578058141696	0
470378467323039744	0
470357415175942144	0
470330719211118592	0
470310957999480832	0
470071355782987776	0
470018814537920512	0
469985824608514050	0
469851372826157056	0
469684443649933312	0
469614345253838848	0
469537067815669760	0
469279297283584000	0
469254780804931584	0
469138711624433665	0
469106923334561793	0
468930248995012609	0
468929500655661060	0
468926492194643969	0
468893705202839552	0
468608598713851904	0
468479111002734592	0
468478433669177345	0
468198403797958656	0
467763072191717376	0
467703043887476736	0
467683962048225281	0
467543138887036928	0
467499681564880896	0
467379061690736640	0
467346610108637184	0
467162746816315392	0
467149056469635072	0
467111040933965825	0
466743431768080384	0
466666844859146240	0
466585409762623488	0
466578658334101504	0
466382317024739331	0
465957451888881664	0
465799052169576448	0
465671440466194432	0
465630805029429248	0
465557949331800064	0
465339062380163072	0
465321838735015936	0
465303567893794816	0
465300700617256960	0
465234468673183744	0
464982805118586880	0
464978757875671041	0
464893099689275392	0
464882160688570368	0
464858162529837056	0
464547616844685313	0
464464759082196992	0
464162807261724672	0
464132574445436928	0
464039172215296001	0
463747744793133056	0
463670312861986816	0
